,ID,time
305,000305,1710159859.3518527
306,000306,1710159859.3679237
307,000307,1710159859.3848157
308,000308,1710159859.4024103
309,000309,1710159859.4158788
310,000310,1710159859.4356737
311,000311,1710159859.451881
312,000312,1710159859.467489
313,000313,1710159859.4839892
314,000314,1710159859.5003402
315,000315,1710159859.520137
316,000316,1710159859.5356007
317,000317,1710159859.5518835
318,000318,1710159859.5673976
319,000319,1710159859.5835996
320,000320,1710159859.5995145
321,000321,1710159859.6210787
322,000322,1710159859.6354175
323,000323,1710159859.651325
324,000324,1710159859.6672275
325,000325,1710159859.683322
326,000326,1710159859.699458
327,000327,1710159859.715387
328,000328,1710159859.7353418
329,000329,1710159859.751428
330,000330,1710159859.7673357
331,000331,1710159859.7834866
332,000332,1710159859.7996776
333,000333,1710159859.8167841
334,000334,1710159859.835632
335,000335,1710159859.8512964
336,000336,1710159859.8672712
337,000337,1710159859.8832033
338,000338,1710159859.8995934
339,000339,1710159859.91533
340,000340,1710159859.9353504
341,000341,1710159859.9512835
342,000342,1710159859.9674537
343,000343,1710159859.9832218
344,000344,1710159859.9995012
345,000345,1710159860.015535
346,000346,1710159860.0355463
347,000347,1710159860.0519092
348,000348,1710159860.0673041
349,000349,1710159860.08338
350,000350,1710159860.0995
351,000351,1710159860.1155846
352,000352,1710159860.1359878
353,000353,1710159860.1524012
354,000354,1710159860.167209
355,000355,1710159860.1836183
356,000356,1710159860.1994174
357,000357,1710159860.2156253
358,000358,1710159860.2360783
359,000359,1710159860.2515707
360,000360,1710159860.2674832
361,000361,1710159860.283309
362,000362,1710159860.299414
363,000363,1710159860.315661
364,000364,1710159860.3354795
365,000365,1710159860.3513298
366,000366,1710159860.367253
367,000367,1710159860.3837686
368,000368,1710159860.400245
369,000369,1710159860.4160328
370,000370,1710159860.4356456
371,000371,1710159860.4528189
372,000372,1710159860.4676929
373,000373,1710159860.4833148
374,000374,1710159860.4992583
375,000375,1710159860.5152242
376,000376,1710159860.5355303
377,000377,1710159860.5513585
378,000378,1710159860.5671616
379,000379,1710159860.5832655
380,000380,1710159860.599231
381,000381,1710159860.6159372
382,000382,1710159860.635667
383,000383,1710159860.651441
384,000384,1710159860.6674263
385,000385,1710159860.683716
386,000386,1710159860.6996074
387,000387,1710159860.715525
388,000388,1710159860.7359068
389,000389,1710159860.7516432
390,000390,1710159860.7674298
391,000391,1710159860.7835188
392,000392,1710159860.8003306
393,000393,1710159860.815697
394,000394,1710159860.8358057
395,000395,1710159860.8516345
396,000396,1710159860.8673358
397,000397,1710159860.8833375
398,000398,1710159860.899552
399,000399,1710159860.9154718
400,000400,1710159860.9355268
401,000401,1710159860.9515586
402,000402,1710159860.9676068
403,000403,1710159860.9835315
404,000404,1710159860.999752
405,000405,1710159861.0155675
406,000406,1710159861.0356438
407,000407,1710159861.051988
408,000408,1710159861.067477
409,000409,1710159861.0831745
410,000410,1710159861.099223
411,000411,1710159861.1155798
412,000412,1710159861.135625
413,000413,1710159861.1513476
414,000414,1710159861.1675131
415,000415,1710159861.1832738
416,000416,1710159861.1994033
417,000417,1710159861.215258
418,000418,1710159861.2360258
419,000419,1710159861.251591
420,000420,1710159861.2674677
421,000421,1710159861.2832909
422,000422,1710159861.2994397
423,000423,1710159861.3155751
424,000424,1710159861.3356924
425,000425,1710159861.3513966
426,000426,1710159861.367333
427,000427,1710159861.3833337
428,000428,1710159861.3994873
429,000429,1710159861.4163253
430,000430,1710159861.4362175
431,000431,1710159861.4515858
432,000432,1710159861.4676943
433,000433,1710159861.4834204
434,000434,1710159861.4992511
435,000435,1710159861.5153263
436,000436,1710159861.536386
437,000437,1710159861.5514796
438,000438,1710159861.5672736
439,000439,1710159861.583241
440,000440,1710159861.5993416
441,000441,1710159861.6155088
442,000442,1710159861.6356573
443,000443,1710159861.6513824
444,000444,1710159861.6672688
445,000445,1710159861.6833105
446,000446,1710159861.6992633
447,000447,1710159861.7153776
448,000448,1710159861.735646
449,000449,1710159861.751299
450,000450,1710159861.7673235
451,000451,1710159861.7832718
452,000452,1710159861.7997155
453,000453,1710159861.8156796
454,000454,1710159861.835832
455,000455,1710159861.8513744
456,000456,1710159861.8674185
457,000457,1710159861.8833525
458,000458,1710159861.8993464
459,000459,1710159861.9153557
460,000460,1710159861.9356205
461,000461,1710159861.9512641
462,000462,1710159861.9674225
463,000463,1710159861.9833856
464,000464,1710159861.9994843
465,000465,1710159862.0155585
466,000466,1710159862.0357838
467,000467,1710159862.051705
468,000468,1710159862.0672987
469,000469,1710159862.0832546
470,000470,1710159862.0992045
471,000471,1710159862.1155596
472,000472,1710159862.135441
473,000473,1710159862.1513
474,000474,1710159862.1673713
475,000475,1710159862.1836276
476,000476,1710159862.199496
477,000477,1710159862.215322
478,000478,1710159862.235639
479,000479,1710159862.2513618
480,000480,1710159862.267434
481,000481,1710159862.2833033
482,000482,1710159862.299269
483,000483,1710159862.3156126
484,000484,1710159862.335666
485,000485,1710159862.3513947
486,000486,1710159862.367377
487,000487,1710159862.3837464
488,000488,1710159862.3993812
489,000489,1710159862.4153283
490,000490,1710159862.4362664
491,000491,1710159862.4519157
492,000492,1710159862.4674993
493,000493,1710159862.4836562
494,000494,1710159862.49944
495,000495,1710159862.5155149
496,000496,1710159862.5356731
497,000497,1710159862.5515509
498,000498,1710159862.567595
499,000499,1710159862.58347
500,000500,1710159862.599529
501,000501,1710159862.6152964
502,000502,1710159862.6354692
503,000503,1710159862.6514966
504,000504,1710159862.667485
505,000505,1710159862.68316
506,000506,1710159862.6989093
507,000507,1710159862.7145586
508,000508,1710159862.7363374
509,000509,1710159862.7468495
510,000510,1710159862.7666814
511,000511,1710159862.7827582
512,000512,1710159862.7988057
513,000513,1710159862.8151944
514,000514,1710159862.834942
515,000515,1710159862.8507774
516,000516,1710159862.866723
517,000517,1710159862.8826425
518,000518,1710159862.8986604
519,000519,1710159862.9146578
520,000520,1710159862.9348109
521,000521,1710159862.9508007
522,000522,1710159862.9667618
523,000523,1710159862.9826365
524,000524,1710159862.9985206
525,000525,1710159863.0148017
526,000526,1710159863.0355341
527,000527,1710159863.0559556
528,000528,1710159863.066724
529,000529,1710159863.083084
530,000530,1710159863.0994236
531,000531,1710159863.1153944
532,000532,1710159863.1351929
533,000533,1710159863.1511152
534,000534,1710159863.167056
535,000535,1710159863.1829033
536,000536,1710159863.1989202
537,000537,1710159863.2155578
538,000538,1710159863.235509
539,000539,1710159863.2511508
540,000540,1710159863.267169
541,000541,1710159863.2832434
542,000542,1710159863.2993615
543,000543,1710159863.3150423
544,000544,1710159863.334736
545,000545,1710159863.3507998
546,000546,1710159863.3667324
547,000547,1710159863.3830743
548,000548,1710159863.3986127
549,000549,1710159863.4148467
550,000550,1710159863.4348514
551,000551,1710159863.4518847
552,000552,1710159863.4670446
553,000553,1710159863.4829326
554,000554,1710159863.4999492
555,000555,1710159863.51499
556,000556,1710159863.534626
557,000557,1710159863.5507183
558,000558,1710159863.5669982
559,000559,1710159863.5824804
560,000560,1710159863.598541
561,000561,1710159863.6145487
562,000562,1710159863.6344604
563,000563,1710159863.6506917
564,000564,1710159863.6669128
565,000565,1710159863.6826165
566,000566,1710159863.698648
567,000567,1710159863.7145903
568,000568,1710159863.7344453
569,000569,1710159863.7509494
570,000570,1710159863.7666574
571,000571,1710159863.7825005
572,000572,1710159863.7988667
573,000573,1710159863.814918
574,000574,1710159863.83056
575,000575,1710159863.8468206
576,000576,1710159863.8665528
577,000577,1710159863.8838806
578,000578,1710159863.8989525
579,000579,1710159863.9150126
580,000580,1710159863.935396
581,000581,1710159863.9512386
582,000582,1710159863.9673102
583,000583,1710159863.983007
584,000584,1710159863.9989803
585,000585,1710159864.0154629
586,000586,1710159864.0352147
587,000587,1710159864.0514793
588,000588,1710159864.0672686
589,000589,1710159864.085214
590,000590,1710159864.1040437
591,000591,1710159864.1287541
592,000592,1710159864.1627595
593,000593,1710159864.194069
594,000594,1710159864.213564
595,000595,1710159864.2485201
596,000596,1710159864.2895765
597,000597,1710159864.304504
598,000598,1710159864.317023
599,000599,1710159864.3310714
600,000600,1710159864.3447628
601,000601,1710159864.3629434
602,000602,1710159864.3760502
603,000603,1710159864.3879952
604,000604,1710159864.4003258
605,000605,1710159864.412756
606,000606,1710159864.4266338
607,000607,1710159864.4392595
608,000608,1710159864.4533572
609,000609,1710159864.4723117
610,000610,1710159864.4850986
611,000611,1710159864.5013506
612,000612,1710159864.5202763
613,000613,1710159864.5360632
614,000614,1710159864.5531974
615,000615,1710159864.5697365
616,000616,1710159864.5868287
617,000617,1710159864.600274
618,000618,1710159864.6209042
619,000619,1710159864.632903
620,000620,1710159864.6528063
621,000621,1710159864.669024
622,000622,1710159864.6843126
623,000623,1710159864.7004251
624,000624,1710159864.7206318
625,000625,1710159864.736691
626,000626,1710159864.7542048
627,000627,1710159864.7685983
628,000628,1710159864.7851267
629,000629,1710159864.8013809
630,000630,1710159864.820376
631,000631,1710159864.837343
632,000632,1710159864.8535278
633,000633,1710159864.8692713
634,000634,1710159864.884282
635,000635,1710159864.9004714
636,000636,1710159864.9204154
637,000637,1710159864.9365711
638,000638,1710159864.952632
639,000639,1710159864.9691792
640,000640,1710159864.9847045
641,000641,1710159865.0006676
642,000642,1710159865.0204093
643,000643,1710159865.0363424
644,000644,1710159865.053529
645,000645,1710159865.0687654
646,000646,1710159865.084938
647,000647,1710159865.1002352
648,000648,1710159865.1200273
649,000649,1710159865.1366277
650,000650,1710159865.1526577
651,000651,1710159865.1689744
652,000652,1710159865.1853757
653,000653,1710159865.2002547
654,000654,1710159865.220269
655,000655,1710159865.2365289
656,000656,1710159865.2526174
657,000657,1710159865.2685883
658,000658,1710159865.2843764
659,000659,1710159865.300184
660,000660,1710159865.320402
661,000661,1710159865.3365395
662,000662,1710159865.3532517
663,000663,1710159865.3685765
664,000664,1710159865.384533
665,000665,1710159865.400656
666,000666,1710159865.420344
667,000667,1710159865.436688
668,000668,1710159865.4532332
669,000669,1710159865.4687705
670,000670,1710159865.489156
671,000671,1710159865.501388
672,000672,1710159865.5204394
673,000673,1710159865.5360844
674,000674,1710159865.55248
675,000675,1710159865.568411
676,000676,1710159865.5846193
677,000677,1710159865.6000896
678,000678,1710159865.620097
679,000679,1710159865.636291
680,000680,1710159865.652699
681,000681,1710159865.6683636
682,000682,1710159865.6841104
683,000683,1710159865.7002685
684,000684,1710159865.7202036
685,000685,1710159865.7365503
686,000686,1710159865.7527966
687,000687,1710159865.7683675
688,000688,1710159865.7842646
689,000689,1710159865.800229
690,000690,1710159865.8203866
691,000691,1710159865.8361409
692,000692,1710159865.8520484
693,000693,1710159865.8688254
694,000694,1710159865.8847582
695,000695,1710159865.900508
696,000696,1710159865.920094
697,000697,1710159865.937295
698,000698,1710159865.9526696
699,000699,1710159865.968239
700,000700,1710159865.984228
701,000701,1710159866.0000691
702,000702,1710159866.0204184
703,000703,1710159866.0365083
704,000704,1710159866.0522845
705,000705,1710159866.0686955
706,000706,1710159866.0844405
707,000707,1710159866.1000311
708,000708,1710159866.120047
709,000709,1710159866.136613
710,000710,1710159866.152212
711,000711,1710159866.168173
712,000712,1710159866.18485
713,000713,1710159866.2002337
714,000714,1710159866.2200003
715,000715,1710159866.2366023
716,000716,1710159866.2526474
717,000717,1710159866.2687948
718,000718,1710159866.2846785
719,000719,1710159866.3009243
720,000720,1710159866.3208702
721,000721,1710159866.3359954
722,000722,1710159866.3538995
723,000723,1710159866.36821
724,000724,1710159866.3856084
725,000725,1710159866.4006805
726,000726,1710159866.4201107
727,000727,1710159866.4363217
728,000728,1710159866.452088
729,000729,1710159866.4708183
730,000730,1710159866.48431
731,000731,1710159866.5008268
732,000732,1710159866.5207129
733,000733,1710159866.5363896
734,000734,1710159866.552601
735,000735,1710159866.568205
736,000736,1710159866.5843072
737,000737,1710159866.6002975
738,000738,1710159866.6202772
739,000739,1710159866.6362085
740,000740,1710159866.6524239
741,000741,1710159866.668648
742,000742,1710159866.6846533
743,000743,1710159866.7000418
744,000744,1710159866.7208927
745,000745,1710159866.7364333
746,000746,1710159866.752844
747,000747,1710159866.7686613
748,000748,1710159866.7842855
749,000749,1710159866.8002353
750,000750,1710159866.8204849
751,000751,1710159866.8362968
752,000752,1710159866.8521395
753,000753,1710159866.8684638
754,000754,1710159866.884281
755,000755,1710159866.900763
756,000756,1710159866.9208198
757,000757,1710159866.9361444
758,000758,1710159866.952026
759,000759,1710159866.9684463
760,000760,1710159866.9843116
761,000761,1710159867.0006833
762,000762,1710159867.0202575
763,000763,1710159867.036015
764,000764,1710159867.0523555
765,000765,1710159867.0687695
766,000766,1710159867.0843728
767,000767,1710159867.1002548
768,000768,1710159867.1204178
769,000769,1710159867.1362524
770,000770,1710159867.152047
771,000771,1710159867.1689174
772,000772,1710159867.1842258
773,000773,1710159867.2005453
774,000774,1710159867.2203288
775,000775,1710159867.2361555
776,000776,1710159867.252078
777,000777,1710159867.2686796
778,000778,1710159867.2843075
779,000779,1710159867.300547
780,000780,1710159867.320853
781,000781,1710159867.336316
782,000782,1710159867.3520544
783,000783,1710159867.3688197
784,000784,1710159867.3841448
785,000785,1710159867.4002848
786,000786,1710159867.4203467
787,000787,1710159867.4363282
788,000788,1710159867.4521077
789,000789,1710159867.4684308
790,000790,1710159867.484676
791,000791,1710159867.5008016
792,000792,1710159867.521707
793,000793,1710159867.5360618
794,000794,1710159867.5523882
795,000795,1710159867.5683503
796,000796,1710159867.5843048
797,000797,1710159867.6006243
798,000798,1710159867.620687
799,000799,1710159867.6361797
800,000800,1710159867.6521275
801,000801,1710159867.6683927
802,000802,1710159867.684236
803,000803,1710159867.7003562
804,000804,1710159867.7202344
805,000805,1710159867.7363257
806,000806,1710159867.7523906
807,000807,1710159867.7685006
808,000808,1710159867.784081
809,000809,1710159867.800111
810,000810,1710159867.8205523
811,000811,1710159867.8363876
812,000812,1710159867.8522024
813,000813,1710159867.8685975
814,000814,1710159867.8843832
815,000815,1710159867.9011803
816,000816,1710159867.921596
817,000817,1710159867.9362087
818,000818,1710159867.952408
819,000819,1710159867.9686058
820,000820,1710159867.9840899
821,000821,1710159868.0006363
822,000822,1710159868.0209124
823,000823,1710159868.036753
824,000824,1710159868.0525415
825,000825,1710159868.0682764
826,000826,1710159868.0844033
827,000827,1710159868.1008291
828,000828,1710159868.1205528
829,000829,1710159868.1363351
830,000830,1710159868.1561959
831,000831,1710159868.1706448
832,000832,1710159868.1850948
833,000833,1710159868.2008543
834,000834,1710159868.2205338
835,000835,1710159868.236157
836,000836,1710159868.2523766
837,000837,1710159868.2686675
838,000838,1710159868.2847474
839,000839,1710159868.300497
840,000840,1710159868.3213665
841,000841,1710159868.3363352
842,000842,1710159868.3523862
843,000843,1710159868.3687122
844,000844,1710159868.3846724
845,000845,1710159868.4003327
846,000846,1710159868.4201298
847,000847,1710159868.4361346
848,000848,1710159868.452235
849,000849,1710159868.4681103
850,000850,1710159868.484289
851,000851,1710159868.5002868
852,000852,1710159868.5210757
853,000853,1710159868.536329
854,000854,1710159868.552702
855,000855,1710159868.5681682
856,000856,1710159868.5845833
857,000857,1710159868.6004152
858,000858,1710159868.620356
859,000859,1710159868.635988
860,000860,1710159868.6521854
861,000861,1710159868.6682162
862,000862,1710159868.6841016
863,000863,1710159868.7004132
864,000864,1710159868.7200372
865,000865,1710159868.7361186
866,000866,1710159868.7523406
867,000867,1710159868.7687123
868,000868,1710159868.784777
869,000869,1710159868.8002264
870,000870,1710159868.8206542
871,000871,1710159868.8361676
872,000872,1710159868.8524177
873,000873,1710159868.868078
874,000874,1710159868.8842952
875,000875,1710159868.9002862
876,000876,1710159868.9200866
877,000877,1710159868.936088
878,000878,1710159868.9520645
879,000879,1710159868.9682288
880,000880,1710159868.984478
881,000881,1710159869.0001602
882,000882,1710159869.0201771
883,000883,1710159869.0361326
884,000884,1710159869.0521383
885,000885,1710159869.0681872
886,000886,1710159869.0845401
887,000887,1710159869.1004043
888,000888,1710159869.1202216
889,000889,1710159869.1375856
890,000890,1710159869.152583
891,000891,1710159869.1683733
892,000892,1710159869.1847003
893,000893,1710159869.2003894
894,000894,1710159869.220166
895,000895,1710159869.2361913
896,000896,1710159869.252223
897,000897,1710159869.268306
898,000898,1710159869.2842493
899,000899,1710159869.2996778
900,000900,1710159869.3220372
901,000901,1710159869.3367555
902,000902,1710159869.352326
903,000903,1710159869.3683832
904,000904,1710159869.384712
905,000905,1710159869.4011097
906,000906,1710159869.4205875
907,000907,1710159869.4363315
908,000908,1710159869.4551666
909,000909,1710159869.470053
910,000910,1710159869.4849083
911,000911,1710159869.5007222
912,000912,1710159869.5202348
913,000913,1710159869.5407271
914,000914,1710159869.5526776
915,000915,1710159869.5685387
916,000916,1710159869.584529
917,000917,1710159869.6001306
918,000918,1710159869.6203773
919,000919,1710159869.636133
920,000920,1710159869.6520815
921,000921,1710159869.668226
922,000922,1710159869.6843007
923,000923,1710159869.7004268
924,000924,1710159869.720282
925,000925,1710159869.736148
926,000926,1710159869.7526257
927,000927,1710159869.7685225
928,000928,1710159869.7849026
929,000929,1710159869.800771
930,000930,1710159869.8204205
931,000931,1710159869.8359685
932,000932,1710159869.852577
933,000933,1710159869.8685446
934,000934,1710159869.8870294
935,000935,1710159869.9003172
936,000936,1710159869.920576
937,000937,1710159869.9366262
938,000938,1710159869.953383
939,000939,1710159869.9687269
940,000940,1710159869.9843085
941,000941,1710159870.0007112
942,000942,1710159870.020144
943,000943,1710159870.0364096
944,000944,1710159870.052341
945,000945,1710159870.068227
946,000946,1710159870.0848398
947,000947,1710159870.1005955
948,000948,1710159870.120224
949,000949,1710159870.1364455
950,000950,1710159870.1527464
951,000951,1710159870.168462
952,000952,1710159870.1851583
953,000953,1710159870.2002554
954,000954,1710159870.2207677
955,000955,1710159870.2364516
956,000956,1710159870.2522976
957,000957,1710159870.268359
958,000958,1710159870.2845914
959,000959,1710159870.300699
960,000960,1710159870.3203692
961,000961,1710159870.3367321
962,000962,1710159870.3526795
963,000963,1710159870.3684375
964,000964,1710159870.3842845
965,000965,1710159870.4002275
966,000966,1710159870.4203556
967,000967,1710159870.4363265
968,000968,1710159870.4523458
969,000969,1710159870.4690719
970,000970,1710159870.4852185
971,000971,1710159870.500525
972,000972,1710159870.520266
973,000973,1710159870.5365028
974,000974,1710159870.552566
975,000975,1710159870.568763
976,000976,1710159870.584554
977,000977,1710159870.6004903
978,000978,1710159870.6209588
979,000979,1710159870.63655
980,000980,1710159870.6521325
981,000981,1710159870.6686866
982,000982,1710159870.6843266
983,000983,1710159870.7005847
984,000984,1710159870.7208107
985,000985,1710159870.736803
986,000986,1710159870.7522614
987,000987,1710159870.7690322
988,000988,1710159870.7850437
989,000989,1710159870.8007522
990,000990,1710159870.8210614
991,000991,1710159870.8365395
992,000992,1710159870.8521616
993,000993,1710159870.8685412
994,000994,1710159870.8844447
995,000995,1710159870.9004898
996,000996,1710159870.9203343
997,000997,1710159870.9364817
998,000998,1710159870.9523437
999,000999,1710159870.9692078
1000,001000,1710159870.9849682
1001,001001,1710159871.0008883
1002,001002,1710159871.0201578
1003,001003,1710159871.0361543
1004,001004,1710159871.0519342
1005,001005,1710159871.068098
1006,001006,1710159871.0845504
1007,001007,1710159871.1005995
1008,001008,1710159871.1203477
1009,001009,1710159871.1370955
1010,001010,1710159871.152103
1011,001011,1710159871.1686075
1012,001012,1710159871.1845257
1013,001013,1710159871.200893
1014,001014,1710159871.221188
